source_id,source_title,source_publisher,source_year,source_url,scenario,sector,skill_category,specific_skills,demand_direction,demand_score,demand_rationale,qatarization_relevance,time_horizon,evidence_quote,data_quality,quality_weight,scenario_weight,weighted_score
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S1,finance_banking,fintech and digital finance,"blockchain technology, digital payments, robo-advisory, regulatory technology, algorithmic trading",strong_increase,2.0,"Financial sector digitization accelerating post-pandemic, with traditional banking roles evolving toward technology-enabled services.",high,both,fintech specialists experiencing rapid demand growth,high,1.5,0.7,2.0999999999999996
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S1,healthcare,digital health and telemedicine,"health informatics, telemedicine platforms, wearable device integration, health data analytics, digital therapeutics",moderate_increase,1.0,"Healthcare digitization trends accelerated by pandemic, though growth moderated compared to peak demand periods.",medium,both,healthcare technology roles show sustained growth,high,1.5,0.7,1.0499999999999998
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S1,cross_sector,creative and design thinking,"human-centered design, creative problem-solving, user experience design, innovation management, design thinking facilitation",moderate_increase,1.0,"As routine tasks become automated, uniquely human skills like creativity and complex problem-solving become increasingly valuable.",high,both,creative thinking ranks among top skills for 2027,high,1.5,0.7,1.0499999999999998
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S3,cross_sector,creative and design thinking,"human-centered design, creative problem-solving, user experience design, innovation management, design thinking facilitation",moderate_increase,1.0,"As routine tasks become automated, uniquely human skills like creativity and complex problem-solving become increasingly valuable.",high,both,creative thinking ranks among top skills for 2027,high,1.5,0.6,0.8999999999999999
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S1,cross_sector,analytical and critical thinking,"systems thinking, complex problem solving, logical reasoning, research methodology, strategic analysis",moderate_increase,1.0,Fundamental cognitive skills remain essential as work complexity increases and organizations navigate rapid technological change.,high,both,analytical thinking tops skill priorities across industries,high,1.5,0.7,1.0499999999999998
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S3,cross_sector,analytical and critical thinking,"systems thinking, complex problem solving, logical reasoning, research methodology, strategic analysis",moderate_increase,1.0,Fundamental cognitive skills remain essential as work complexity increases and organizations navigate rapid technological change.,high,both,analytical thinking tops skill priorities across industries,high,1.5,0.6,0.8999999999999999
QATAR_NHDS_2024,Qatar National Health Development Strategy 2024-2030,"Ministry of Public Health, Qatar",2024,https://www.moph.gov.qa/english/ourservices/publichealth/healthstrategy/Pages/default.aspx,S1,healthcare,digital health technology,"health informatics, telemedicine platforms, electronic health records, AI diagnostics, data analytics",strong_increase,2.0,"Digital transformation is a core pillar of the strategy, requiring extensive technical expertise to modernize health systems and improve service delivery.",high,both,digital health transformation priorities,high,1.5,0.9,2.7
QATAR_NHDS_2024,Qatar National Health Development Strategy 2024-2030,"Ministry of Public Health, Qatar",2024,https://www.moph.gov.qa/english/ourservices/publichealth/healthstrategy/Pages/default.aspx,S1,healthcare,specialized clinical care,"oncology, cardiology, neurology, pediatric subspecialties, geriatric medicine",strong_increase,2.0,"Qatar aims to become a regional medical hub, requiring advanced clinical specialists to serve both domestic and medical tourism populations.",medium,medium_term,regional healthcare hub development,high,1.5,0.9,2.7
QATAR_NHDS_2024,Qatar National Health Development Strategy 2024-2030,"Ministry of Public Health, Qatar",2024,https://www.moph.gov.qa/english/ourservices/publichealth/healthstrategy/Pages/default.aspx,S1,healthcare,health system management,"healthcare analytics, population health management, quality assurance, health economics, strategic planning",moderate_increase,1.0,System-level management capabilities needed to oversee health sector transformation and ensure efficient resource allocation.,high,both,health system resilience building,high,1.5,0.9,1.35
QATAR_NHDS_2024,Qatar National Health Development Strategy 2024-2030,"Ministry of Public Health, Qatar",2024,https://www.moph.gov.qa/english/ourservices/publichealth/healthstrategy/Pages/default.aspx,S1,healthcare,public health,"epidemiology, health promotion, disease surveillance, emergency preparedness, community health",moderate_increase,1.0,Enhanced focus on preventive care and population health outcomes requires strengthened public health workforce capabilities.,high,near_term,preventive healthcare emphasis,high,1.5,0.9,1.35
QATAR_NHDS_2024,Qatar National Health Development Strategy 2024-2030,"Ministry of Public Health, Qatar",2024,https://www.moph.gov.qa/english/ourservices/publichealth/healthstrategy/Pages/default.aspx,S1,healthcare,medical education training,"clinical supervision, medical simulation, curriculum development, competency assessment, continuing education",moderate_increase,1.0,Building local healthcare capacity requires robust medical education and training infrastructure to develop Qatari healthcare professionals.,high,medium_term,local healthcare capacity building,high,1.5,0.9,1.35
QF_EDU_STRATEGY,Qatar Foundation — Education for a New Era,Qatar Foundation,2023,https://www.qf.org.qa/education,S1,education,multidisciplinary education delivery,"curriculum integration, cross-disciplinary teaching, international partnership management, educational innovation",strong_increase,2.0,Qatar Foundation's emphasis on multidisciplinary approaches and integration of national and international education models requires educators skilled in cross-disciplinary delivery.,high,both,multidisciplinary approach supports young people,medium,1.0,0.9,1.8
QF_EDU_STRATEGY,Qatar Foundation — Education for a New Era,Qatar Foundation,2023,https://www.qf.org.qa/education,S1,education,research and innovation facilitation,"research methodology, innovation management, academic collaboration, knowledge transfer",strong_increase,2.0,Education City's focus on research excellence and breakthrough innovations requires skilled professionals to facilitate and manage research activities.,high,both,"academic and research excellence, pioneering",medium,1.0,0.9,1.8
QF_EDU_STRATEGY,Qatar Foundation — Education for a New Era,Qatar Foundation,2023,https://www.qf.org.qa/education,S1,education,global education partnerships,"international relations, partnership development, quality assurance, program accreditation",moderate_increase,1.0,The integration of world-leading international universities requires professionals who can manage complex global educational partnerships and maintain quality standards.,medium,both,partnerships with some of the world's top universities,medium,1.0,0.9,0.9
QF_EDU_STRATEGY,Qatar Foundation — Education for a New Era,Qatar Foundation,2023,https://www.qf.org.qa/education,S1,cross_sector,future-focused problem solving,"critical thinking, adaptability, innovation mindset, creative problem solving",strong_increase,2.0,Qatar Foundation's emphasis on preparing students to tackle tomorrow's biggest challenges indicates strong demand for educators and professionals with future-oriented problem-solving capabilities.,high,both,preparing students to tackle tomorrow's biggest challenges,medium,1.0,0.9,1.8
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S1,education,STEM education delivery,"curriculum design, digital pedagogy, assessment methodology, educational technology integration",strong_increase,2.0,Qatar's knowledge economy transition requires fundamental education system transformation to produce STEM-capable graduates for diversified sectors.,high,both,building knowledge economy requires education reform,high,1.5,0.7,2.0999999999999996
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S3,education,STEM education delivery,"curriculum design, digital pedagogy, assessment methodology, educational technology integration",strong_increase,2.0,Qatar's knowledge economy transition requires fundamental education system transformation to produce STEM-capable graduates for diversified sectors.,high,both,building knowledge economy requires education reform,high,1.5,0.2,0.6000000000000001
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S1,technology_digital,data science and analytics,"statistical modeling, machine learning, data visualization, predictive analytics",strong_increase,2.0,Knowledge economy development requires advanced analytical capabilities across government and private sectors for evidence-based decision making.,high,medium_term,analytical capabilities essential for diversification,high,1.5,0.7,2.0999999999999996
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S3,technology_digital,data science and analytics,"statistical modeling, machine learning, data visualization, predictive analytics",strong_increase,2.0,Knowledge economy development requires advanced analytical capabilities across government and private sectors for evidence-based decision making.,high,medium_term,analytical capabilities essential for diversification,high,1.5,0.2,0.6000000000000001
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S1,cross_sector,research and development,"research methodology, innovation management, intellectual property, technology transfer",strong_increase,2.0,Building indigenous R&D capacity is critical for reducing dependence on foreign expertise and developing competitive advantages in new sectors.,high,medium_term,indigenous R&D capacity development priority,high,1.5,0.7,2.0999999999999996
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S3,cross_sector,research and development,"research methodology, innovation management, intellectual property, technology transfer",strong_increase,2.0,Building indigenous R&D capacity is critical for reducing dependence on foreign expertise and developing competitive advantages in new sectors.,high,medium_term,indigenous R&D capacity development priority,high,1.5,0.2,0.6000000000000001
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S1,education,adult learning and workforce development,"training program design, competency assessment, career counseling, lifelong learning facilitation",moderate_increase,1.0,Existing workforce requires continuous upskilling to adapt to changing economic structure and new technology adoption.,medium,near_term,workforce upskilling programs essential,high,1.5,0.7,1.0499999999999998
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S3,education,adult learning and workforce development,"training program design, competency assessment, career counseling, lifelong learning facilitation",moderate_increase,1.0,Existing workforce requires continuous upskilling to adapt to changing economic structure and new technology adoption.,medium,near_term,workforce upskilling programs essential,high,1.5,0.2,0.30000000000000004
RAND_QATAR_WORKFORCE,RAND — Building a Knowledge Economy in Qatar,RAND Corporation,2022,https://www.rand.org/pubs/research_reports/RRA112-15.html,S1,technology_digital,digital infrastructure management,"cybersecurity, cloud architecture, network administration, digital transformation",strong_increase,2.0,Knowledge economy requires robust digital infrastructure and security capabilities to support government and business digitalization initiatives.,high,near_term,digital infrastructure capabilities critical,high,1.5,0.7,2.0999999999999996
QATAR_TOURISM_2030,Qatar National Tourism Strategy 2030,Qatar Tourism,2021,https://www.visitqatar.com/en/plan-your-trip/about-qatar/qatar-national-tourism-strategy,S1,tourism_hospitality,digital tourism services,"tourism app development, digital marketing, social media management, e-commerce platforms, virtual reality experiences",strong_increase,2.0,Digital transformation of tourism experiences and marketing is central to attracting international visitors and competing with regional destinations.,high,both,digital innovation in tourism experiences,high,1.5,0.9,2.7
QATAR_TOURISM_2030,Qatar National Tourism Strategy 2030,Qatar Tourism,2021,https://www.visitqatar.com/en/plan-your-trip/about-qatar/qatar-national-tourism-strategy,S1,tourism_hospitality,hospitality management,"hotel operations, guest experience design, revenue management, event coordination, luxury service delivery",strong_increase,2.0,Massive expansion of hotel capacity and tourism infrastructure requires skilled hospitality professionals to meet international service standards.,high,both,world-class hospitality services,high,1.5,0.9,2.7
QATAR_TOURISM_2030,Qatar National Tourism Strategy 2030,Qatar Tourism,2021,https://www.visitqatar.com/en/plan-your-trip/about-qatar/qatar-national-tourism-strategy,S1,tourism_hospitality,cultural tourism expertise,"heritage interpretation, cultural program development, museum curation, tour guiding, Arabic cultural knowledge",strong_increase,2.0,Qatar's strategy emphasizes authentic cultural experiences and heritage tourism as key differentiators in the regional market.,high,both,authentic Qatari cultural experiences,high,1.5,0.9,2.7
QATAR_TOURISM_2030,Qatar National Tourism Strategy 2030,Qatar Tourism,2021,https://www.visitqatar.com/en/plan-your-trip/about-qatar/qatar-national-tourism-strategy,S1,tourism_hospitality,sustainable tourism practices,"environmental impact assessment, sustainable facility management, eco-tourism development, green certification, waste reduction",moderate_increase,1.0,Growing international focus on sustainable travel and Qatar's commitments to environmental responsibility drive demand for green tourism skills.,medium,medium_term,sustainable tourism development,high,1.5,0.9,1.35
QATAR_TOURISM_2030,Qatar National Tourism Strategy 2030,Qatar Tourism,2021,https://www.visitqatar.com/en/plan-your-trip/about-qatar/qatar-national-tourism-strategy,S3,tourism_hospitality,sustainable tourism practices,"environmental impact assessment, sustainable facility management, eco-tourism development, green certification, waste reduction",moderate_increase,1.0,Growing international focus on sustainable travel and Qatar's commitments to environmental responsibility drive demand for green tourism skills.,medium,medium_term,sustainable tourism development,high,1.5,0.2,0.30000000000000004
QATAR_TOURISM_2030,Qatar National Tourism Strategy 2030,Qatar Tourism,2021,https://www.visitqatar.com/en/plan-your-trip/about-qatar/qatar-national-tourism-strategy,S1,tourism_hospitality,business events management,"conference planning, exhibition management, MICE coordination, venue operations, international protocol",strong_increase,2.0,"Qatar aims to become a major business events destination, leveraging infrastructure investments and geographic positioning.",high,both,business events and conferences,high,1.5,0.9,2.7
QATAR_TOURISM_2030,Qatar National Tourism Strategy 2030,Qatar Tourism,2021,https://www.visitqatar.com/en/plan-your-trip/about-qatar/qatar-national-tourism-strategy,S1,cross_sector,multilingual communication,"Arabic-English translation, tourist communication, customer service, cultural mediation, international relations",moderate_increase,1.0,International tourism growth requires workforce capable of communicating effectively with diverse visitor populations while maintaining cultural authenticity.,high,both,international visitor engagement,high,1.5,0.9,1.35
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S1,cross_sector,data analytics and statistics,"statistical analysis, labor market research, survey methodology, workforce planning",strong_increase,2.0,Growing need for data-driven workforce planning and labor market intelligence to support economic diversification and Qatarization policies.,high,both,,high,1.5,0.6,1.7999999999999998
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S2,cross_sector,data analytics and statistics,"statistical analysis, labor market research, survey methodology, workforce planning",strong_increase,2.0,Growing need for data-driven workforce planning and labor market intelligence to support economic diversification and Qatarization policies.,high,both,,high,1.5,0.3,0.8999999999999999
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S3,cross_sector,data analytics and statistics,"statistical analysis, labor market research, survey methodology, workforce planning",strong_increase,2.0,Growing need for data-driven workforce planning and labor market intelligence to support economic diversification and Qatarization policies.,high,both,,high,1.5,0.4,1.2000000000000002
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S1,technology_digital,digital transformation,"digital literacy, data management, automation systems, IT support",strong_increase,2.0,"Survey infrastructure and methodology increasingly require digital skills, reflecting broader economy-wide digital transformation needs.",high,near_term,,high,1.5,0.6,1.7999999999999998
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S3,technology_digital,digital transformation,"digital literacy, data management, automation systems, IT support",strong_increase,2.0,"Survey infrastructure and methodology increasingly require digital skills, reflecting broader economy-wide digital transformation needs.",high,near_term,,high,1.5,0.4,1.2000000000000002
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S1,cross_sector,human resources management,"workforce development, talent acquisition, performance management, labor law compliance",moderate_increase,1.0,Labor force surveys highlight ongoing workforce optimization needs and Qatarization implementation across all sectors.,high,both,,high,1.5,0.6,0.8999999999999999
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S2,cross_sector,human resources management,"workforce development, talent acquisition, performance management, labor law compliance",moderate_increase,1.0,Labor force surveys highlight ongoing workforce optimization needs and Qatarization implementation across all sectors.,high,both,,high,1.5,0.3,0.44999999999999996
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S1,finance_banking,economic analysis,"economic modeling, labor economics, policy analysis, financial forecasting",moderate_increase,1.0,Increased need for economic analysis to understand labor market dynamics and support evidence-based policy making.,medium,medium_term,,high,1.5,0.6,0.8999999999999999
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S3,finance_banking,economic analysis,"economic modeling, labor economics, policy analysis, financial forecasting",moderate_increase,1.0,Increased need for economic analysis to understand labor market dynamics and support evidence-based policy making.,medium,medium_term,,high,1.5,0.4,0.6000000000000001
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S1,education,skills development and training,"curriculum development, vocational training, skills assessment, adult education",strong_increase,2.0,Labor force data reveals skills gaps that require systematic training and education interventions for national workforce development.,high,both,,high,1.5,0.6,1.7999999999999998
MDPS_LFS_2023,Qatar Labour Force Sample Survey 2023,"Planning and Statistics Authority (PSA), Qatar",2023,https://www.psa.gov.qa/en/statistics1/StatisticsSite/Pages/Labour.aspx,S3,education,skills development and training,"curriculum development, vocational training, skills assessment, adult education",strong_increase,2.0,Labor force data reveals skills gaps that require systematic training and education interventions for national workforce development.,high,both,,high,1.5,0.4,1.2000000000000002
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S1,cross_sector,digital literacy,"digital communication, data interpretation, basic programming, digital workflow management",strong_increase,2.0,Digital transformation across all sectors requires baseline digital competencies for Qatari workforce integration.,high,both,,high,1.5,0.5,1.5
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S2,cross_sector,digital literacy,"digital communication, data interpretation, basic programming, digital workflow management",strong_increase,2.0,Digital transformation across all sectors requires baseline digital competencies for Qatari workforce integration.,high,both,,high,1.5,0.3,0.8999999999999999
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S3,cross_sector,digital literacy,"digital communication, data interpretation, basic programming, digital workflow management",strong_increase,2.0,Digital transformation across all sectors requires baseline digital competencies for Qatari workforce integration.,high,both,,high,1.5,0.2,0.6000000000000001
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S2,energy_lng,technical operations,"process engineering, safety management, equipment maintenance, quality control",strong_increase,2.0,North Field expansion and ongoing LNG operations require sustained technical expertise with Qatarization pressure.,high,both,,high,1.5,0.3,0.8999999999999999
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S1,energy_lng,technical operations,"process engineering, safety management, equipment maintenance, quality control",strong_increase,2.0,North Field expansion and ongoing LNG operations require sustained technical expertise with Qatarization pressure.,high,both,,high,1.5,0.5,1.5
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S1,healthcare,clinical specialization,"emergency medicine, specialized nursing, medical technology, healthcare administration",strong_increase,2.0,Growing population and healthcare sector development under QNV2030 creates sustained demand for qualified medical professionals.,high,both,,high,1.5,0.5,1.5
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S3,healthcare,clinical specialization,"emergency medicine, specialized nursing, medical technology, healthcare administration",strong_increase,2.0,Growing population and healthcare sector development under QNV2030 creates sustained demand for qualified medical professionals.,high,both,,high,1.5,0.2,0.6000000000000001
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S1,education,educational delivery,"STEM instruction, educational technology, curriculum development, student assessment",moderate_increase,1.0,Education sector expansion requires qualified Qatari educators to support workforce development and Qatarization goals.,high,medium_term,,high,1.5,0.5,0.75
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S3,education,educational delivery,"STEM instruction, educational technology, curriculum development, student assessment",moderate_increase,1.0,Education sector expansion requires qualified Qatari educators to support workforce development and Qatarization goals.,high,medium_term,,high,1.5,0.2,0.30000000000000004
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S1,construction_real_estate,project management,"construction supervision, quality assurance, regulatory compliance, cost management",moderate_increase,1.0,Infrastructure development continues with emphasis on moving Qataris into supervisory and management roles.,high,near_term,,high,1.5,0.5,0.75
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S2,construction_real_estate,project management,"construction supervision, quality assurance, regulatory compliance, cost management",moderate_increase,1.0,Infrastructure development continues with emphasis on moving Qataris into supervisory and management roles.,high,near_term,,high,1.5,0.3,0.44999999999999996
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S1,finance_banking,financial analysis,"risk management, Islamic finance, regulatory compliance, digital banking",moderate_increase,1.0,Financial sector development and fintech growth require specialized skills while maintaining Qatarization objectives.,high,medium_term,,high,1.5,0.5,0.75
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S1,technology_digital,software development,"application development, cybersecurity, data analytics, system integration",strong_increase,2.0,Digital transformation initiatives and smart city development create high demand for technical skills among Qatari nationals.,high,both,,high,1.5,0.5,1.5
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S3,technology_digital,software development,"application development, cybersecurity, data analytics, system integration",strong_increase,2.0,Digital transformation initiatives and smart city development create high demand for technical skills among Qatari nationals.,high,both,,high,1.5,0.2,0.6000000000000001
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S1,cross_sector,management leadership,"strategic planning, team leadership, change management, performance monitoring",strong_increase,2.0,Qatarization targets require developing Qatari nationals for leadership positions across all economic sectors.,high,both,,high,1.5,0.5,1.5
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S2,cross_sector,management leadership,"strategic planning, team leadership, change management, performance monitoring",strong_increase,2.0,Qatarization targets require developing Qatari nationals for leadership positions across all economic sectors.,high,both,,high,1.5,0.3,0.8999999999999999
ILO_QATAR_LABOUR_2023,ILO — Qatar Labour Market and Skills Assessment,International Labour Organization,2023,https://www.ilo.org/beirut/countries/qatar/lang--en/index.htm,S3,cross_sector,management leadership,"strategic planning, team leadership, change management, performance monitoring",strong_increase,2.0,Qatarization targets require developing Qatari nationals for leadership positions across all economic sectors.,high,both,,high,1.5,0.2,0.6000000000000001
